question_0,imageurl_0,question_1,imageurl_1,question_2,imageurl_2,question_3,imageurl_3,question_4,imageurl_4,question_5,imageurl_5,question_6,imageurl_6,question_7,imageurl_7
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/1925.jpg,Does the blue sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2349263.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388919.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403045.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317262.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356576.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405006.jpg
Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2396905.jpg,Does the sky that looks blue look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396994.jpg,Does the bedroom look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2334728.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2411372.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374552.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2409694.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2382808.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2413405.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2379216.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2379159.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391023.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400081.jpg,Is it sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2340569.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403880.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389694.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391664.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Is the grass sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403364.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356440.jpg
Does the window look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400861.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2409323.jpg,Is this a sunny picture?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394877.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2409323.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357684.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2360947.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356440.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2367069.jpg,Does the kite of the boy look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374253.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400752.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354301.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400081.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2341449.jpg,Does that picture look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406204.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2315386.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394134.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354301.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411992.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394960.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2366773.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368800.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406204.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2328273.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2351709.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2340180.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410304.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368037.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2413698.jpg,Is it sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/3761.jpg,Does this kite look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,Does the gray sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408182.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2566.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/3623.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2382140.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/150297.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2354114.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400861.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374552.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354114.jpg,Does the blue sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2410986.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2363334.jpg
Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2376615.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2409623.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2360947.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2363334.jpg,Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2399777.jpg,Is the weather sunny in this image?,ugrad.cs.jhu.edu/~jgualla1/images/2410596.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403880.jpg
Is it sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Does the sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2386811.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400554.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391685.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405006.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343718.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380105.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2365726.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2351709.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2397824.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,Does the water look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2363705.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2361038.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2340180.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403683.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2415340.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2326372.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388919.jpg,Is the sidewalk sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357600.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354443.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2385481.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2366773.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410304.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411488.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354301.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393168.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411488.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343256.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400081.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356576.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354114.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406204.jpg
Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394960.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2397824.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2396905.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2376413.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/1031.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388260.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2324559.jpg,Is the weather sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389541.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2397824.jpg,Does the sidewalk look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408312.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411372.jpg,Does the sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403570.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403045.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/1031.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2333723.jpg,Is it sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2340569.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406204.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/1159372.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2397439.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2566.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387391.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343256.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg,Does the sunny sky look bright?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Is the bedroom sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2334728.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2369515.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401710.jpg,Does this picture look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403683.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2404979.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg,Does the purple sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403189.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317262.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387391.jpg
Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2320922.jpg,Is the weather sunny in the photo?,ugrad.cs.jhu.edu/~jgualla1/images/2352781.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411488.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2361038.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345347.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2382828.jpg
Does the sunny sky look bright?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381481.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381481.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2361038.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394960.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2390743.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2341449.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393168.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2332087.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394974.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381481.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2321951.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2416387.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/150439.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381481.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2349328.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410304.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2357330.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374359.jpg,Does the sky that looks gray look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403683.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2397743.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374359.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg
Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392114.jpg,Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,Is the bedroom sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2334728.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2361038.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2566.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393168.jpg,Is it sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2382258.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392114.jpg
